"idLU"	"name"	"senseDescription"
18466	psychoanalysis.n	COD: a system of psychological theory and therapy which aims to treat mental disorders by investigating the interaction of conscious and unconscious elements in the mind and bringing repressed fears and conflicts into the conscious mind
18467	immunology.n	COD: the branch of medicine and biology concerned with immunity
18468	neonatology.n	FN: the branch of pediatric medicine that deals with the diseases and cure of newborn infants
18469	nephrology.n	FN: the science that deals with the kidneys, especially their functions and diseases
18470	neurology.n	COD: the branch of medicine and biology concerned with the nervous system
18471	obstetrics.n	FN: the branch of medicine that deals with the care of women during pregnancy, childbirth, and the recuperative period period following delivery
18472	oncology.n	COD: the study and treatment of tumours
18473	orthopaedics.n	COD: the branch of medicine concerned with the correction of deformities of bones or muscles
18474	paediatrics.n	COD: the branch of medicine concerned with children and their diseases
18475	podiatry.n	FN: the branch of medicine that deals with the diagnosis, treatment, and prevention of the human foot
18476	radiology.n	COD: the science of X-rays and other high-energy radiation, especially as used in medicine
18477	rheumatology.n	FN: the medical science that deals with the study of rheumatic diseases
18478	medicine.n	COD: the science or practice of the diagnosis, treatment, and prevention of disease.
18479	therapy.n	COD: treatment intended to relieve or heal a disorder. 
18480	speech therapy.n	COD: treatment to help people with speech and language problems. 
18481	stethoscope.n	COD: a medical instrument for listening to the action of someone' s heart or breathing, having a small disc-shaped resonator that is placed against the chest and two tubes connected to earpieces
18482	bronchoscope.n	FN: a slender tubular instrument with a small light at the end for the inspection of the bronchi
18483	colonoscope.n	FN: a long flexible endoscope, often equipped with a device for obtaining tissue samples, that is used for visual examination of the colon
18484	endoscope.n	FN: a medical instrument which can be introduced into the body to view its internal parts 
18485	catheter.n	COD: a flexible tube inserted through a narrow opening into a body cavity, particularly the bladder, for  removing fluid
18486	forceps.n	COD: a pair of pincers used in surgery or in a laboratory
18487	cholecystoscope.n	FN: a medical instrument used for the examination of the gall bladder
18488	fluoroscope.n	COD: an instrument with a fluorescent screen used for viewing X-ray images without taking and developing X-ray photographs
18489	gastroscope.n	COD: an optical instrument used for inspecting the interior of the stomach
18490	laparoscope.n	FN: a slender, tubular endoscope that is inserted through an incision in the abdominal wall to examine or perform minor surgery within the abdominal or pelvic cavities
18491	ophthalmoscope.n	COD: an instrument for inspecting the retina and other parts of the eye
18492	oscilloscope.n	COD: a device for viewing oscillations by a display on the screen of a cathode ray tube
18493	sigmoidoscope.n	FN: a tubular instrument for visual examination of the sigmoid flexure
18494	needle.n	COD: the pointed hollow end of a hypodermic syringe
18495	scalpel.n	COD: a knife with a small sharp blade, as used by a surgeon
18496	speculum.n	COD: a metal instrument that is used to dilate an orifice or canal in the body to allow inspection
18497	syringe.n	COD: a tube with a nozzle and piston or bulb for sucking in and ejecting liquid in a thin stream, often one fitted with a hollow needle for injecting or withdrawing fluids into or from the body
18498	otoscope.n	FN: an instrument for examining the interior of the ear, especially the ear drum,, consisting essentially of a magnifying lens and a light
18499	blood pressure cuff.n	FN: an inflatable band that is wrapped around an extremity to control the flow of blood through the part when recording blood pressure with a sphygmomanometer  
18500	with.prep	FN: in company with
18501	along with.prep	FN: in company with
18502	singly.adv	FN: Alone, by itself
18503	alone.a	FN: By itself
18504	in combination.prep	FN: producing a result only together.
18505	together.adv	FN: With both participants
18506	assemble.v	COD: fit together the component parts of
18507	glue.v	FN: onstruct a whole product by means of gluing piece together.
18508	build.v	COD: construct by putting parts or materials together
18509	weld.v	COD: cause to combine and form a whole. 
18510	put together.v	FN: attach constituent parts together to form 
18511	construct.v	COD: build or erect
18512	assembly.n	COD: the action of assembling component parts
18513	construction.n	COD: the action or process of constructing. 
18514	make.v	FN: form by putting parts together (cf. COD: form by putting parts together or combining substances)
18515	fit together.v	COD: join or cause to join together to form a whole. no obj. 
18516	piece together.v	COD: assemble something from individual parts
18517	erect.v	COD: construct (a building, wall, etc.).
18518	raise.v	COD: construct or build (a structure).
18519	fashion.v	COD: make into a particular form or article.
18520	construction [entity].n	FN: the physical manifestion of the act of construction
18521	assemble.v	COD: come or bring together. 
18522	gather.v	FN: bring together or collect people or items (esp. crops).
18523	bring together.v	FN: cause to come together
18524	convene.v	COD: call people together for a purpose.
18525	herd.v	FN: to bring together a large group or class of people
18526	collect.v	COD: bring or gather together.
18527	amass.v	FN: to collect something over time
18528	round up.v	FN: gather together.
18529	Armistice Day.n	COD: the anniversary of the armistice of 11 November 1918, now replaced by Remembrance Sunday in the UK. 
18530	Boxing Day.n	COD: a public holiday on the first day (or first weekday) after Christmas Day. 
18531	Labor Day.n	COD: a public holiday held in honour of working people in some countries on 1 May, or (in the US and Canada) on the first Monday in September. 
18532	April Fool's Day.n	FN: a day in April, traditionally an occasion for playing tricks. 
18533	Christmas Day.n	COD: the annual Christian festival celebrating Christ' s birth, held on 25 December.
18534	Passover Eve.n	COD: the major Jewish spring festival, commemorating the liberation of the Israelites from Egyptian bondage. 
18535	birthday.n	FN: the day of the year matching the date of birth (for an individual).
18536	teem.v	COD: be full of or swarming with.
18537	crawling.a	FN: unpleasantly covered or crowded with.
18538	crawl.v	COD: be unpleasantly covered or crowded with.
18539	throng.v	FN: be filled (with), teem (with)
18540	thronged.a	FN: filled (with)
18541	crowded.a	FN: filled so far as to inhibit movement.
18542	swarming.a	FN: moving in or form a large group of people or things  
18543	swarm.v	COD: move in or form a swarm, or move somewhere in large numbers.
18544	jostling.a	FN: being full of people or objects pushing against each other
18545	covered.a	FN: having a large quantity of something on the surface
18546	blanketed.a	FN: covered (in, with)
18547	cloaked.a	FN: enveloped (in, with), generally to the point of being hidden
18548	thronging.a	FN: swarming (with)
18549	coated.a	FN: layered or covered (with,in) something
18550	dotted.a	FN: covered (with, in)
18551	teeming.a	FN: filled with
18552	dabbed.a	FN: having been covered with quick light strokes
18553	drizzled.a	FN: having been covered by trickling a thin stream of liquid
18554	buttered.a	FN: covered with butter
18555	plastered.a	FN: covered in plaster or otherwise completely covered
18556	smeared.a	FN: covered with a sticky or greasy substance
18557	strewn.a	FN: covered with untidly scattered things
18558	splattered.a	FN: covered with a sticky or viscous liquid.
18559	stuffed.a	FN: filled to tightly with something
18560	tiled.a	FN: covered with tiles
18561	heaped.a	FN: loaded copiously
18562	crammed.a	FN: filled to the point of overflowing
18563	sprinkled.a	FN: covered by small drops or particles
18564	injected.a	FN: filled by means of injection
18565	draped.a	FN: covered with a loose cloth
18566	brimming.a	COD: full to the point of overflowing.
18567	replete.a	FN: filled
18568	chock-full.a	COD: filled to overflowing. 
18569	chock-a-block.a	COD: crammed full. 
18570	dusted.a	FN: covered with a powedered substance
18571	surfaced.a	FN: covered with a particular surface
18572	wallpapered.a	FN: covered in wallpaper
18573	overcrowded.a	FN: extremely full
18574	overfilled.a	FN: too full
18575	filled.a	FN: full
18576	full.a	FN: containing many objects, but not necessarily without room for more
18577	adorned.a	FN: decorated
18578	asphalted.a	FN: covered in asphalt
18579	brushed.a	FN: covered by something which was applied with a brush
18580	hung.a	FN: covered or adorned with hanging objects
18581	jammed.a	FN: over-crowded
18582	paved.a	FN: covered with stones or asphalt
18583	festooned.a	FN: adorned with festoons
18584	decked.a	FN: decorated brightly and extensively
18585	bedecked.a	FN: decorated lavishly
18586	bejewelled.a	FN: covered in jewels
18587	bespattered.a	FN: covered in patch of liquid
18588	spattered.a	FN: covered  with drops or spots. 
18589	decorated.a	FN: furned with ornamental things
18590	studded.a	FN: decorated with studs or other similar objects
18591	lined.a	FN: having its interior covered with a layer of different material
18592	ornamented.a	FN: covered in ornamental objects
18593	varnished.a	FN: covered in varnish
18594	painted.a	FN: covered with paint
18595	lacquered.a	FN: covered in lacquer
18596	glazed.a	FN: covered with a glaze
18597	gilded.a	FN: covered in a thin layer of gold
18598	embellished.a	FN: adorned or decorated
18599	panelled.a	FN: covered in panels
18600	rife.a	FN: full (often of something bad).
18601	piled.a	FN: to have a large quantity of objects on a surface
18602	littered.a	FN: having sporadic instances (esp. of something undesirable) irregularly distributed on the surface.
18603	lap.v	COD: (of an animal) take up (liquid) with the tongue
18604	slurp.v	"COD: eat or drink with a loud sucking sound. ""She slurped her coffee."" ""He slurped noisily from a wine cup."""
18605	swig.v	"COD: drink in large draughts. ""Dave swigged the wine in five gulps."" ""Ratagan swigged at his beer."""
18606	guzzle.v	"COD: eat or drink greedily. ""He would guzzle his ale."""
18607	gulp.v	COD: Swallow (drink or food) quickly or in large mouthfuls, often audibly. He smiled and gulped his tea.
18608	down.v	COD: consume (a drink)
18609	sip.v	"COD: Drink (something) by taking small mouthfuls.  ""I sat sipping coffee."""
18610	sup.v	COD: (dated) eat supper
18611	munch.v	COD: Eat steadily and audibly. 
18612	nosh.v	FN: have a snack
18613	feast.v	"COD: Eat and drink sumptuously. ""The men would congregate and feast after hunting."""
18614	feed.v	COD: eat
18615	snack.v	COD: no obj. eat a snack. 
18616	breakfast.v	"FN: eat (some food as) the first meal of the day. ""She breakfasted on fried bread and bacon."""
18617	lunch.v	COD: no obj., with adverbial eat lunch. 
18618	dine.v	"COD: Eat dinner. ""We dined at a restaurant."""
18619	ingest.v	COD: with obj. take (food or drink) into the body by swallowing or absorbing it. 
18620	nurse.v	COD: hold (a cup or glass), drinking from it occasionally
18621	nibble.v	COD: a.take small bites out of. with obj. or eat in small amounts. 
18622	eat.v	COD: put (food) into the mouth and chew and swallow it. 
18623	drink.v	COD: take (a liquid) into the mouth and swallow. 
18624	gobble.v	COD:  eat hurriedly and noisily
18625	devour.v	COD: eat (food or prey) hungrily or quickly.
18626	consume.v	COD: Eat, drink, or ingest.
18627	sip.n	COD: a small mouthful of liquid
18628	gulp.n	COD: 1: b. A large mouthful of liquid hastily drunk. 
18629	swig.n	COD: a large draught of drink
18630	slurp.n	FN: Act of ingesting liquid often producing noise.
18631	have.v	COD: eat or drink
18632	imbibe.v	FN: drink in (formal/scientific)
18633	quaff.v	COD: drink (something) heartily
18634	swill.v	COD: drink greedily or in large quantities. 
18635	put away.v	COD: consume food or drink in large quantities
18636	put back.v	FN: drink remarkably quickly
18637	tuck.v	COD: eat food heartily
18638	ingestion.n	FN: the process of taking (food or drink) into the body by swallowing or absorbing it
18639	nap.v	COD: Sleep lightly or briefly, especially during the day. 
18640	doze.v	COD: sleep lightly.
18641	snooze.v	COD: have a snooze. 
18642	catnap.v	COD: have a catnap. 
18643	slumber.v	COD: sleep. 
18644	hibernate.v	COD:  (of an animal or plant) spend the winter in a dormant state.
18645	kip.v	COD:  sleep
18646	drowse.v	COD: no obj. be half asleep; doze. 
18647	sleep.v	COD: rest in a regularly recurring condition of body and mind in which the nervous system is inactive, the eyes closed, the postural muscles relaxed, and consciousness practically suspended. 
18648	shut-eye.n	COD: sleep.
18649	forty winks.n	FN: some (small amount of) sleep.
18650	doze.n	COD: a short light sleep. 
18651	catnap.n	COD: 1. a short sleep during the day. 
18652	drowse.n	FN: an instance of drowsing
18653	hibernation.n	FN: a dormant state that helps animals or plants conserve resources during the winter.
18654	kip.n	COD:  1. a sleep; a nap. 
18655	nap.n	COD: 1. a short sleep of this [light, brief, or diurnal] type. 
18656	sleep [event].n	COD: 1. a regularly recurring condition of body and mind in which the nervous system is inactive, the eyes closed, the postural muscles relaxed, and consciousness practically suspended. 
18657	slumber.n	COD: 1. a sleep. 
18658	snooze.n	COD: 1. a short, light sleep. 
18659	asleep.a	COD: in or into a state of sleep. 
18660	out like a light.a	COD: unconscious. 
18661	sleep [quantity].n	FN: quantity of time spent sleeping.
18662	out.a	FN: asleep or unconscious.
18663	unconscious.a	FN: deeply unaware of surroundings (generally) due to circumstances such as a head-blow, intoxication, or being overcome by pain.
18664	slice.v	FN: to cut into thin, broad pieces, esp. for food.
18665	dice.v	COD: Cut (food) into small cubes.
18666	mince.v	COD: cut up or shred (meat) into very small pieces. 
18667	cube.v	COD: cut (food) into small cubes. 
18668	chop.v	COD: cut with repeated sharp, heavy blows of an axe or knife. 
18669	fillet.v	COD: cut (fish or meat) into fillets. 
18670	pare.v	COD: trim by cutting away the outer edges of. 
18671	cut.v	COD: divide into pieces with a knife or other sharp implement.
18672	carve.v	FN: cut into hard material, sometimes with a carving knife. 
18673	bungler.n	FN: someone prone to making stupid mistakes.
18674	fiasco.n	COD:  a ludicrous or humiliating failure. 
18675	blow it.v	FN: completely bungle (an opportunity)
18676	bungle.v	COD: carry out (a task) clumsily or incompetently.
18677	botch.v	COD: carry out (a task) badly or carelessly. 
18678	ruin.v	FN: to screw something up irreparably. 
18679	mess up.v	COD:  mishandle a situation. 
18680	fuck up.v	COD: do something badly or ineptly; damage or confuse someone emotionally. 
18681	fuck-up [event].n	COD:  a mess or muddle. 
18682	screw-up [event].n	COD: a situation that has been completely mismanaged or mishandled 
18683	mess-up.n	FN: a minor mistake.
18684	fuck-up [person].n	COD: a person who has a tendency to make a mess of things.
18685	screw-up [person].n	FN: a person who habitually makes mistakes
18686	fumble.v	FN: the clumsy use of one' s hands while doing something
18687	fumble.n	COD: an act of fumbling
18688	foozle.v	COD: bungle. 
18689	screw up.v	COD: completely mismanage or mishandle a situation
18690	bungling.a	FN: prone to clumsily botching things
18691	bumbling.a	FN: generally acting in an incompetent manner. 
18692	bumble.v	COD:  act or speak in an awkward or confused manner. 
18693	flounder.v	COD:  stagger clumsily in mud or water;  have trouble doing or understanding something. 
18694	founder.v	FN: sink, fall
18695	stumble.v	FN: make a mistake or repeated mistakes
18696	bollix.v	FN: accidentally cause to be in an undesirable state.
18697	bollix up.v	FN: accidentally cause to be in an extremely undesirable state.
18698	botch up.v	FN: carry out a task without getting the desired result.
18699	blow.v	FN: completely fail to achieve 
18700	ball up.v	FN: fumble a course of actions
18701	flub.v	COD: botch or bungle.
18702	foul up.v	COD: make a mistake with or spoil something.
18703	fluff.v	COD: fail to accomplish (something) properly.
18704	louse up.v	COD: spoil something.
18705	muck up.v	COD: spoil something.
18706	muff.v	COD: handle clumsily; bungle.
18707	disperse.v	COD: go or distribute in different directions or over a wide area. 
18708	dissolve.v	COD: (with reference to a solid) become or cause to become incorporated into a liquid so as to form a solution
18709	scatter.v	COD: throw in various random directions. 
18710	dissolution.n	COD: the action or process of dissolving or being dissolved. 
18711	dispersal.n	FN: the fact of distributing in different directions or over a wide area
18712	dispersion.n	COD: the action, process, or state of dispersing or being dispersed. 
18713	distribute.v	COD: hand or share out to a number of recipients. 
18714	distribution.n	FN: the fact of handing or sharing out  to a number of recipients.
18715	spread.v	FN: distribute a mass or a number of individuals over a surface 
18716	strew.v	COD: scatter untidily over a surface or area
18717	sprinkle.v	COD: scatter or pour (small drops or particles) over an object or surface. 
18718	disseminate.v	COD: spread widely
18719	pass on.v	FN: to transmit something (information, disease, etc) to another without loss of possession
18720	concoct.v	COD: make a dish or meal by combining ingredients
18721	cook up.v	FN: make something to eat
18722	whip up.v	COD:  make or prepare something, especially food, very quickly
18723	cook.v	COD: prepare food by mixing, combining, and heating the ingredients. 
18724	prepare.v	COD: make food ready for cooking or eating
18725	make.v	FN: produce a meal or a component of a meal
18726	bake.v	COD: cook food by dry heat without direct exposure to a flame, typically in an oven
18727	put together.v	FN: make food by mixing ingredients; mix ingredients
18728	cook.n	FN: a person who has cooked (a particular meal) or who cooks (in general).
18729	preparation.n	FN: the act or process of making food ready for cooking and/or eating
18730	baking.n	FN: the process of cooking food by dry heat, typically in an oven
18731	cooking.n	FN: the act of preparing food through the use of heat
18732	grill.v	FN: cook by direct heat, as on/under a grill or over a hot fire
18733	grilling.n	FN: the process of cooking by direct heat, as on/under a grill or over a hot fire
18734	roast.v	FN: cook by prolonged exposure to heat in an oven or over a fire
18735	roasting.n	FN: the process of cooking by prolonged exposure to heat in an oven or over a fire
18736	fry.v	FN: cook or be cooked in hot fat or oil
18737	frying.n	FN: the process of cooking in hot fat or oil
18738	fix.v	FN: produce a meal or part of a meal
18739	sniff.v	COD: discover something by covert investigation. 
18740	listen.v	COD: make an effort to hear something. 
18741	watch.v	FN: keep on the lookout for (something or someone)
18742	look.v	COD: (look for) attempt to find. 
18743	grope.v	COD: feel about or search blindly or uncertainly with the hands.
18744	fumble.v	FN: seek with clumsy, uncertain movements of the hands
18745	feel.v	COD: perceive, examine, or search by touch. NB: Only searching relevant in this frame.
18746	forage.v	COD: search widely for food or provisions
18747	hunt.v	COD: search diligently for. 
18748	nose.v	COD: look around or pry into something. 
18749	rummage.v	COD: search unsystematically and untidily for something
18750	pan.v	COD: wash gravel in a pan to separate out (gold). 
18751	pat down.v	FN: use one' s hands to search someone else' s body for contraband
18752	seek.v	COD: attempt to find. 
18753	search.v	COD: examine thoroughly in order to find something. 
18754	palpate.v	COD: examine (a part of the body) by touch, especially for medical purposes. 
18755	manhunt.n	FN: a search by government or military authorities for a suspect or military target.
18756	dig.v	FN: Search by sense of feel alone in an enclosed space.
18757	urinate.v	COD: discharge urine. 
18758	shit.v	COD: defecate. 
18759	defecate.v	COD: no obj. discharge faeces from the body. 
18760	void.v	COD: discharge or drain away
18761	burp.v	COD: no obj. belch. 
18762	belch.v	COD: no obj. emit gas noisily from the stomach through the mouth. 
18763	fart.v	COD: emit waste gas from the anus. 
18764	vomit.v	COD: eject matter from the stomach through the mouth. 
18765	pee.v	COD: urinate
18766	piss.v	COD: urinate
18767	puke.v	COD: vomit
18768	regurgitate.v	COD: bring (swallowed food) up again to the mouth. 
18769	sweat.v	COD: no obj. exude sweat. 
18770	spew.v	COD: no obj. informal vomit. 
18771	retch.v	COD: no obj. make the sound and movement of vomiting. 
18772	take a piss.v	FN: urinate
18773	evacuate.v	COD: empty (the bowels or another bodily organ).
18774	throw up.v	COD: vomit
18775	perspire.v	COD: give out sweat through the pores of the skin as a result of heat, physical exertion, or stress.
18776	perspiration.n	FN: sweat.
18777	sweat.n	COD: moisture exuded through the pores of the skin, especially as a reaction to heat, physical exertion, or anxiety.
18778	spit up.v	COD: (especially of a baby) vomit.
18779	tasty.a	COD: (of food) having a pleasant, distinct flavour. 
18780	piquant.a	COD: having a pleasantly sharp taste or appetizing flavour. [Cookery] 
18781	yummy.a	COD: informal delicious. 
18782	flavourful.a	FN: possessing a lot of flavour.
18783	scrumptious.a	COD: informal (of food) extremely appetizing or delicious. 
18784	palatable.a	COD: pleasant to taste. 
18785	delectable.a	COD: (of food or drink) delicious. 
18786	flavoursome.a	COD: full of flavour
18787	toothsome.a	COD: (of food) temptingly tasty. 
18788	ambrosial.a	FN: extremely tasty
18789	sapid.a	COD: flavoursome. 
18790	salty.a	COD: tasting of, containing, or preserved with salt. 
18791	sour.a	COD: having an acid taste like lemon or vinegar. 
18792	bitter.a	COD: having a sharp, pungent taste or smell; not sweet. 
18793	spicy.a	COD: flavoured with spice. 
18794	sweet.a	COD: having the pleasant taste characteristic of sugar or honey; not salt, sour, or bitter. 
18795	hot.a	COD: causing a burning sensation in the mouth
18796	savory.a	COD: (of food) salty or spicy rather than sweet. 
18797	delicious.a	COD: highly pleasant to the taste. 
18798	pungent.a	COD: having a sharply strong taste or smell. 
18799	tart.a	COD: sharp or acid in taste. 
18800	flavourless.a	FN: without flavour
18801	bland.a	COD: (of food or drink) lacking flavour or seasoning; insipid. 
18802	insipid.a	COD: lacking flavour. 
18803	unpalatable.a	COD: not pleasant to taste. 
18804	stench.n	COD: a strong and very unpleasant smell
18805	odor.n	COD: a distinctive smell
18806	reek.n	COD: in sing. a foul smell. 
18807	reek.v	COD: have a foul smell. 
18808	stink.n	COD: a strong, unpleasant smell. 
18809	stink.v	COD: have a strong unpleasant smell. 
18810	aroma.n	COD: a pleasant and distinctive smell. 
18811	fragrance.n	COD:  a pleasant, sweet smell
18812	scent.n	COD:  a distinctive smell, especially one that is pleasant
18813	bouquet.n	COD: the characteristic scent of a wine or perfume. 
18814	smelly.a	FN: The quality of something with a strong smell.
18815	aromatic.a	COD: having an aroma. 
18816	fragrant.a	COD: having a pleasant or sweet smell. 
18817	tasteless.a	COD: lacking flavour. 
18818	malodorous.a	COD: smelling very unpleasant.
18819	smell.v	COD: have a strong or unpleasant odour. 
18820	breathe.v	COD: take air into the lungs and then expel it as a regular physiological process. 
18821	inhale.v	COD: breathe in.
18822	breath.n	COD: an inhalation or exhalation of air from the lungs. 
18823	exhale.v	COD: breathe out.
18824	gasp.v	COD: catch one' s breath with an open mouth, owing to pain or astonishment. strain to obtain (air) by gasping. 
18825	sigh.n	COD:  a long, deep, audible exhalation expressing sadness, tiredness, relief, etc. 
18826	exhalation.n	FN: air expelled by breathing out.
18827	exhalation [act].n	FN: the act of breathing out.
18828	inhalation.n	FN: the act of breathing in.
18829	inhalation [breath].n	FN: air which is taken in.
18830	huff.v	COD: blow out noisily.
18831	puff.v	COD: breathe in repeated short gasps
18832	sigh.v	COD: emit a sigh
18833	blow.v	COD: expel air through pursed lips.
18834	expire.v	COD:  exhale (air) from the lung.
18835	inspire.v	FN: inhale
18836	insufflate.v	COD: blow or breathe (vapour, a powdered medicine, etc.) into or through a body cavity. 
18837	pant.v	COD: breathe with short, quick breaths, typically from exertion or excitement.
18838	respire.v	COD: breathe
18839	suspire.v	COD: breathe
18840	escape.v	COD: break free from confinement or control
18841	evacuate.v	COD: leave (a dangerous place). 
18842	get out.v	FN: manage to escape confinement.
18843	bust out.v	FN: escape forcefully from.
18844	fly the coop.v	FN: escape (usually initially unnoticed) from a long-standing situation.
18845	scarper.v	FN: flee, run away
18846	get free.v	FN: escape a place of restriction or confinement
18847	get loose.v	FN: escape a state of being bound or tethered
18848	evacuation.n	FN: An organized and often mandatory escape.
18849	avoid.v	COD:  keep away or refrain from
18850	evade.v	COD:  escape or avoid, especially by guile or trickery
18851	dodge.v	COD: cunningly avoid doing or paying. 
18852	duck.v	FN: to evade an unwelcome duty
18853	escape.v	COD: succeed in eluding (something dangerous or undesirable)
18854	shirk.v	COD: avoid or neglect (a duty or responsibility). 
18855	shun.v	COD: persistently avoid, ignore, or reject. 
18856	sidestep.v	COD: avoid dealing with or discussing
18857	skirt.v	COD: avoid dealing with. 
18858	avoidance.n	FN: the fact or practice of keeping away or refraining from
18859	sidestep.n	FN: the act of avoiding a situation
18860	evasion.n	FN: to act of eluding something
18861	eschew.v	COD: abstain from. 
18862	forgo.v	COD:  go without (something desirable).
18863	shrink from.v	COD: be averse to or unwilling to do (something).
18864	desist.v	FN: to abstain from doing something
18865	stay away.v	FN: keep away or refrain from
18866	keep away.v	FN: stay away or refrain from
18867	evade.v	COD: escape or avoid, especially by guile or trickery
18868	evasion.n	FN: the act of eluding capture or a person intending to capture
18869	evasive.a	COD: directed towards avoidance or escape
18870	elude.v	COD: evade or escape from, typically in a skilful or cunning way. 
18871	elusive.a	COD: difficult to find, catch, or achieve. 
18872	give the slip.v	COD: escape or evade from someone
18873	flee.v	FN: run away while being pursued
18874	get away.v	COD: escape
18875	skip town.v	FN: leave one' s normal place of living in order to evade pursuers.
18876	twirl.v	COD: spin something quickly and lightly round. 
18877	spin.v	COD: cause to turn round quickly
18878	vibrate.v	COD: cause to move with small movements rapidly to and fro.
18879	shake.v	FN: cause to tremble or vibrate or move something forcefully up and down or back and forth.
18880	swing.v	COD: move or cause to move back and forth or from side to side while or as if suspended
18881	seesaw.v	COD: change rapidly and repeatedly from one state or position to another and back again. 
18882	turn.v	COD: move or cause to move in a circular direction wholly or partly around an axis. 
18883	rotate.v	COD: cause to move in a circle round an axis. 
18884	squeeze.v	COD: firmly press from opposite or all sides, typically with the fingers.
18885	swirl.v	FN: cause to move in a circular or spiral form
18886	rock.v	FN: to move something from side to side
18887	roll.v	FN: to move something by turning over and over
18888	wave.v	FN: to move something back and forth with a swaying motion while remaining fixed to one point
18889	juggle.v	FN: throw and catch repeatedly in a manner very demanding of dexterity, putting several objects in the air at once.
18890	jiggle.v	FN: cause to move slightly and relatively rapidly back and forth.
18891	wiggle.v	FN: cause to move slightly back and forth.
18892	fruit.n	COD: the sweet and fleshy product of a tree or other plant that contains seed and can be eaten as food. 
18893	apple.n	COD: the rounded fruit of a tree of the rose family, with green or red skin and crisp flesh. 
18894	banana.n	COD: a long curved fruit which grows in clusters and has soft pulpy flesh and yellow skin when ripe. 
18895	vegetable.n	COD: 1. a plant or part of a plant used as food. [Food] 
18896	carrot.n	COD:  a tapering orange-coloured root eaten as a vegetable
18897	potato.n	COD: a starchy plant tuber which is one of the most important food crops, cooked and eaten as a vegetable
18898	pea.n	COD:  a spherical green seed eaten as a vegetable
18899	meat.n	COD: the flesh of an animal (especially a mammal) as food. 
18900	beef.n	COD: the flesh of a cow, bull, or ox, used as food. [Food] 
18901	lamb.n	COD: 1. a young sheep. [Zool] [Food] 
18902	veal.n	COD: mass noun the flesh of a calf, used as food. 
18903	poultry.n	COD: .mass noun chickens, turkeys, ducks, and geese; domestic fowl. 
18904	chicken.n	COD: a domestic fowl kept for its eggs or meat, especially a young one
18905	turkey.n	COD: a large mainly domesticated game bird native to North America, having a bald head and (in the male) red wattles. Meleagris gallopavo. [Bird] NB: as used for food.
18906	fish.n	COD: mass noun the flesh of fish as food. 
18907	salmon.n	FN: the flesh of a large edible fish that matures in the sea and migrates to freshwater streams to spawn as food
18908	tuna.n	FN: pl. same or tunas a large and active predatory schooling fish of warm seas, extensively fished commercially, as used for food.
18909	shellfish.n	COD: pl. same an aquatic shelled mollusc or crustacean, especially an edible one. [Invert] 
18910	shrimp.n	COD: a small free-swimming edible crustacean with ten legs, mainly marine
18911	lobster.n	FN: the flesh of a large marine crustacean with a cylindrical body, stalked eyes, and the first of its five pairs of limbs modified as pincers as food. [Food] 
18912	milk.n	COD:  the milk of cows as a food and drink for humans
18913	cheese.n	COD: a food made from the pressed curds of milk, having a texture either firm and elastic or soft and semi-liquid
18914	egg.n	COD: an infertile egg, typically of the domestic hen, used for food
18915	butter.n	COD: mass noun a pale yellow edible fatty substance made by churning cream and used as a spread or in cooking. 
18916	nut.n	COD: a fruit consisting of a hard or tough shell around an edible kernel
18917	almond.n	COD: the oval edible nut-like kernel of the almond tree, growing in a woody shell. 
18918	peanut.n	COD: the oval seed of a South American plant, eaten as a snack or used for making oil or animal feed. [Food] 
18919	pasta.n	COD: mass noun dough extruded or stamped into various shapes (e.g. spaghetti, lasagne) for cookin in boiling water and eating, typically with a savoury sauce. 
18920	noodle.n	COD: usu. noodles a very thin, long strip of pasta or a similar flour paste. 
18921	herb.n	COD: any plant with leaves, seeds, or flowers used for flavouring, food, medicine, or perfume. 
18922	spice.n	COD: an aromatic or pungent vegetable substance used to flavour food, e.g. pepper
18923	pepper.n	COD: a pungent, hot-tasting powder prepared from dried and ground peppercorns, used to flavour food.
18924	basil.n	COD: an aromatic plant of the mint family, native to tropical Asia, used as a culinary herb. 
18925	cereal.n	COD: mass noun a breakfast food made from a cereal grain or grains. 
18926	lettuce.n	COD: cultivated plant of the daisy family, with edible leaves that are eaten in salads
18927	berry.n	COD: a small roundish juicy fruit without a stone. 
18928	bread.n	COD: food made of flour, water, and yeast mixed together and baked. 
18929	roll.n	COD:  a very small loaf of bread
18930	cracker.n	COD:  a thin dry biscuit, typically eaten with cheese
18931	cake.n	COD: an item of soft sweet food made from baking a mixture of flour, fat, eggs, sugar, etc. 
18932	pancake.n	COD: a thin, flat cake of batter, fried and turned in a pan and typically rolled up with a sweet or savoury filling. [Savoury] [Sweet] 
18933	cheesecake.n	COD: a kind of rich sweet tart made with cream and soft cheese on a biscuit base, typically topped with fruit. 
18934	pastry.n	COD: an item of food consisting of sweet pastry with a cream, jam, or fruit filling. 
18935	croissant.n	COD: a French crescent-shaped roll made of sweet flaky pastry, eaten for breakfast. 
18936	cookie.n	COD:  a sweet biscuit. 
18937	biscuit.n	COD: a.Brit. a small, flat, crisp unleavened cake. 
18938	sweet.n	COD:  a small shaped piece of confectionery made with sugar. 
18939	chocolate.n	COD: a food made from roasted and ground cacao seeds, typically sweetened and eaten as confectionery. 
18940	sweetener.n	COD: 1. a substance used to sweeten food or drink, especially one other than sugar. 
